Entity,Code,Year,Annual CO₂ emissions
Sweden,SWE,1953,32559788
Sweden,SWE,1954,34504924
Sweden,SWE,1955,39106670
Sweden,SWE,1956,43382680
Sweden,SWE,1957,38846824
Sweden,SWE,1958,42074570
Sweden,SWE,1959,42392060
Sweden,SWE,1960,49170520
Sweden,SWE,1961,48803060
Sweden,SWE,1962,51272696
Sweden,SWE,1963,55313170
Sweden,SWE,1964,60368180
Sweden,SWE,1965,62565764
Sweden,SWE,1966,72517360
Sweden,SWE,1967,68929740
Sweden,SWE,1968,77609600
Sweden,SWE,1969,86384710
Sweden,SWE,1970,92287020
Sweden,SWE,1971,84508860
Sweden,SWE,1972,84703224
Sweden,SWE,1973,87289530
Sweden,SWE,1974,79822840
Sweden,SWE,1975,80760184
Sweden,SWE,1976,88240910
Sweden,SWE,1977,85740390
Sweden,SWE,1978,79476536
Sweden,SWE,1979,84868580
Sweden,SWE,1980,71713690
Sweden,SWE,1981,69388504
Sweden,SWE,1982,62256744
Sweden,SWE,1983,58268316
Sweden,SWE,1984,57308090
Sweden,SWE,1985,62364010
Sweden,SWE,1986,62009780
Sweden,SWE,1987,59694708
Sweden,SWE,1988,57425120
Sweden,SWE,1989,55520856
Sweden,SWE,1990,57416508
Sweden,SWE,1991,57663956
Sweden,SWE,1992,57509810
Sweden,SWE,1993,57516756
Sweden,SWE,1994,59997400
Sweden,SWE,1995,59487264
Sweden,SWE,1996,63349024
Sweden,SWE,1997,58355300
Sweden,SWE,1998,58767172
Sweden,SWE,1999,55936620
Sweden,SWE,2000,54892390
Sweden,SWE,2001,55782308
Sweden,SWE,2002,56633796
Sweden,SWE,2003,57220990
Sweden,SWE,2004,56427524
Sweden,SWE,2005,53787480
Sweden,SWE,2006,53650844
Sweden,SWE,2007,52878800
Sweden,SWE,2008,50765440
Sweden,SWE,2009,47143308
Sweden,SWE,2010,53028584
Sweden,SWE,2011,49113770
Sweden,SWE,2012,46606916
Sweden,SWE,2013,45105884
Sweden,SWE,2014,43384748
Sweden,SWE,2015,43310144
Sweden,SWE,2016,43308376
Sweden,SWE,2017,42355424
Sweden,SWE,2018,41856004
Sweden,SWE,2019,40772480
Sweden,SWE,2020,36622220
Sweden,SWE,2021,38567984
Sweden,SWE,2022,36342156
Sweden,SWE,2023,36708596
Sweden,SWE,2024,38096652
